CoV|BCA25643.133.BC1	27432
CoV|BCA25643.133.BC2	29302
CoV|BCA25643.134.BC1	34909
CoV|BCA25643.134.BC2	31601
CoV|BCA25651.11.BC1	3392
CoV|BCA25651.11.BC2	4543
CoV|BCA25651.12.BC1	13941
CoV|BCA25651.12.BC2	30419
CoV|BCA25653.40.BC1	14197
CoV|BCA25653.40.BC2	9750
CoV|BCA25653.41.BC1	2043
CoV|BCA25653.41.BC2	4863
CoV|H9EJ24.0.BC1	11961
CoV|H9EJ24.0.BC2	20352
CoV|H9EJ24.1.BC1	65630
CoV|H9EJ24.1.BC2	44883
CoV|H9EJ24.2.BC1	33752
CoV|H9EJ24.2.BC2	34588
CoV|H9EJ24.3.BC1	25983
CoV|H9EJ24.3.BC2	23260
CoV|H9EJ24.4.BC1	15796
CoV|H9EJ24.4.BC2	9281
CoV|H9EJ24.5.BC1	8459
CoV|H9EJ24.5.BC2	10598
CoV|H9EJ24.6.BC1	17142
CoV|H9EJ24.6.BC2	16947
CoV|H9EJ24.7.BC1	10203
CoV|H9EJ24.7.BC2	12204
CoV|H9EJ42.0.BC1	19574
CoV|H9EJ42.0.BC2	17277
CoV|H9EJ42.1.BC1	19060
CoV|H9EJ42.1.BC2	15751
CoV|H9EJ42.10.BC1	25750
CoV|H9EJ42.10.BC2	12525
CoV|H9EJ42.100.BC1	9118
CoV|H9EJ42.100.BC2	15376
CoV|H9EJ42.101.BC1	8856
CoV|H9EJ42.101.BC2	7613
CoV|H9EJ42.102.BC1	29850
CoV|H9EJ42.102.BC2	33549
CoV|H9EJ42.103.BC1	21295
CoV|H9EJ42.103.BC2	37868
CoV|H9EJ42.104.BC1	23926
CoV|H9EJ42.104.BC2	37169
CoV|H9EJ42.105.BC1	21939
CoV|H9EJ42.105.BC2	32096
CoV|H9EJ42.106.BC1	16180
CoV|H9EJ42.106.BC2	17714
CoV|H9EJ42.107.BC1	5373
CoV|H9EJ42.107.BC2	7955
CoV|H9EJ42.108.BC1	16309
CoV|H9EJ42.108.BC2	17593
CoV|H9EJ42.109.BC1	7140
CoV|H9EJ42.109.BC2	17870
CoV|H9EJ42.11.BC1	14502
CoV|H9EJ42.11.BC2	13835
CoV|H9EJ42.110.BC1	24886
CoV|H9EJ42.110.BC2	21535
CoV|H9EJ42.111.BC1	14064
CoV|H9EJ42.111.BC2	23228
CoV|H9EJ42.112.BC1	27514
CoV|H9EJ42.112.BC2	19671
CoV|H9EJ42.113.BC1	15622
CoV|H9EJ42.113.BC2	19343
CoV|H9EJ42.114.BC1	6519
CoV|H9EJ42.114.BC2	11258
CoV|H9EJ42.115.BC1	11430
CoV|H9EJ42.115.BC2	20299
CoV|H9EJ42.116.BC1	17940
CoV|H9EJ42.116.BC2	14419
CoV|H9EJ42.117.BC1	29599
CoV|H9EJ42.117.BC2	3224
CoV|H9EJ42.118.BC1	58750
CoV|H9EJ42.118.BC2	50806
CoV|H9EJ42.119.BC1	51027
CoV|H9EJ42.119.BC2	40266
CoV|H9EJ42.12.BC1	33112
CoV|H9EJ42.12.BC2	13473
CoV|H9EJ42.120.BC1	19445
