CoV|BCA25643.133.BC1	33182
CoV|BCA25643.133.BC2	32328
CoV|BCA25643.134.BC1	48376
CoV|BCA25643.134.BC2	38719
CoV|BCA25651.11.BC1	6554
CoV|BCA25651.11.BC2	6016
CoV|BCA25651.12.BC1	26771
CoV|BCA25651.12.BC2	34870
CoV|BCA25653.40.BC1	14439
CoV|BCA25653.40.BC2	18724
CoV|BCA25653.41.BC1	3800
CoV|BCA25653.41.BC2	3695
CoV|H9EJ24.0.BC1	15574
CoV|H9EJ24.0.BC2	24945
CoV|H9EJ24.1.BC1	46615
CoV|H9EJ24.1.BC2	49734
CoV|H9EJ24.2.BC1	46754
CoV|H9EJ24.2.BC2	41249
CoV|H9EJ24.3.BC1	39880
CoV|H9EJ24.3.BC2	29442
CoV|H9EJ24.4.BC1	22695
CoV|H9EJ24.4.BC2	18923
CoV|H9EJ24.5.BC1	8862
CoV|H9EJ24.5.BC2	13362
CoV|H9EJ24.6.BC1	15339
CoV|H9EJ24.6.BC2	27492
CoV|H9EJ24.7.BC1	14765
CoV|H9EJ24.7.BC2	16183
CoV|H9EJ42.0.BC1	21783
CoV|H9EJ42.0.BC2	19332
CoV|H9EJ42.1.BC1	23979
CoV|H9EJ42.1.BC2	17350
CoV|H9EJ42.10.BC1	27154
CoV|H9EJ42.10.BC2	13277
CoV|H9EJ42.100.BC1	12117
CoV|H9EJ42.100.BC2	25031
CoV|H9EJ42.101.BC1	11210
CoV|H9EJ42.101.BC2	9716
CoV|H9EJ42.102.BC1	33234
CoV|H9EJ42.102.BC2	28200
CoV|H9EJ42.103.BC1	21502
CoV|H9EJ42.103.BC2	45034
CoV|H9EJ42.104.BC1	27160
CoV|H9EJ42.104.BC2	40939
CoV|H9EJ42.105.BC1	17569
CoV|H9EJ42.105.BC2	41994
CoV|H9EJ42.106.BC1	16602
CoV|H9EJ42.106.BC2	25681
CoV|H9EJ42.107.BC1	6335
CoV|H9EJ42.107.BC2	10950
CoV|H9EJ42.108.BC1	16645
CoV|H9EJ42.108.BC2	16962
CoV|H9EJ42.109.BC1	9349
CoV|H9EJ42.109.BC2	16294
CoV|H9EJ42.11.BC1	11209
CoV|H9EJ42.11.BC2	10499
CoV|H9EJ42.110.BC1	23895
CoV|H9EJ42.110.BC2	23772
CoV|H9EJ42.111.BC1	22644
CoV|H9EJ42.111.BC2	33539
CoV|H9EJ42.112.BC1	28705
CoV|H9EJ42.112.BC2	21781
CoV|H9EJ42.113.BC1	17762
CoV|H9EJ42.113.BC2	22435
CoV|H9EJ42.114.BC1	9706
CoV|H9EJ42.114.BC2	14684
CoV|H9EJ42.115.BC1	20315
CoV|H9EJ42.115.BC2	26262
CoV|H9EJ42.116.BC1	26904
CoV|H9EJ42.116.BC2	19741
CoV|H9EJ42.117.BC1	45241
CoV|H9EJ42.117.BC2	6405
CoV|H9EJ42.118.BC1	56255
CoV|H9EJ42.118.BC2	67627
CoV|H9EJ42.119.BC1	64608
CoV|H9EJ42.119.BC2	38596
CoV|H9EJ42.12.BC1	41945
CoV|H9EJ42.12.BC2	19478
CoV|H9EJ42.120.BC1	28588
CoV|H9EJ42.120.BC2	38956
CoV|H9EJ42.121.BC1	27646
CoV|H9EJ42.121.BC2	30774
CoV|H9EJ42.122.BC1	28983
CoV|H9EJ42.122.BC2	12661
CoV|H9EJ42.123.BC1	29058
CoV|H9EJ42.123.BC2	30085
CoV|H9EJ42.124.BC1	17663
CoV|H9EJ42.124.BC2	14395
CoV|H9EJ42.125.BC1	28651
CoV|H9EJ42.125.BC2	17629
CoV|H9EJ42.126.BC1	29953
CoV|H9EJ42.126.BC2	13531
CoV|H9EJ42.127.BC1	48587
CoV|H9EJ42.127.BC2	13807
CoV|H9EJ42.128.BC1	36388
CoV|H9EJ42.128.BC2	21279
CoV|H9EJ42.129.BC1	58601
CoV|H9EJ42.129.BC2	39368
CoV|H9EJ42.13.BC1	11899
CoV|H9EJ42.13.BC2	36763
CoV|H9EJ42.130.BC1	29913
CoV|H9EJ42.130.BC2	29649
CoV|H9EJ42.131.BC1	26085
CoV|H9EJ42.131.BC2	32876
CoV|H9EJ42.132.BC1	53430
CoV|H9EJ42.132.BC2	44231
CoV|H9EJ42.133.BC1	21768
CoV|H9EJ42.133.BC2	10821
CoV|H9EJ42.134.BC1	66616
CoV|H9EJ42.134.BC2	58958
CoV|H9EJ42.135.BC1	23168
CoV|H9EJ42.135.BC2	21871
CoV|H9EJ42.136.BC1	15360
CoV|H9EJ42.136.BC2	46144
CoV|H9EJ42.137.BC1	14127
CoV|H9EJ42.137.BC2	11109
CoV|H9EJ42.138.BC1	16138
CoV|H9EJ42.138.BC2	11571
CoV|H9EJ42.139.BC1	16819
CoV|H9EJ42.139.BC2	12913
CoV|H9EJ42.14.BC1	43054
