CoV|BCA25643.133.BC1	32906
CoV|BCA25643.133.BC2	33082
CoV|BCA25643.134.BC1	46955
CoV|BCA25643.134.BC2	38366
CoV|BCA25651.11.BC1	6396
CoV|BCA25651.11.BC2	5418
CoV|BCA25651.12.BC1	26848
CoV|BCA25651.12.BC2	36189
CoV|BCA25653.40.BC1	14792
CoV|BCA25653.40.BC2	17675
CoV|BCA25653.41.BC1	4439
CoV|BCA25653.41.BC2	3698
CoV|H9EJ24.0.BC1	13477
CoV|H9EJ24.0.BC2	24742
CoV|H9EJ24.1.BC1	46388
CoV|H9EJ24.1.BC2	46649
CoV|H9EJ24.2.BC1	45002
CoV|H9EJ24.2.BC2	40487
CoV|H9EJ24.3.BC1	40030
CoV|H9EJ24.3.BC2	29347
CoV|H9EJ24.4.BC1	23647
CoV|H9EJ24.4.BC2	18247
CoV|H9EJ24.5.BC1	9087
CoV|H9EJ24.5.BC2	14199
CoV|H9EJ24.6.BC1	16341
CoV|H9EJ24.6.BC2	27583
CoV|H9EJ24.7.BC1	15119
CoV|H9EJ24.7.BC2	16445
CoV|H9EJ42.0.BC1	21566
CoV|H9EJ42.0.BC2	18551
CoV|H9EJ42.1.BC1	22713
CoV|H9EJ42.1.BC2	18218
CoV|H9EJ42.10.BC1	27809
CoV|H9EJ42.10.BC2	13014
CoV|H9EJ42.100.BC1	11614
CoV|H9EJ42.100.BC2	23860
CoV|H9EJ42.101.BC1	12151
CoV|H9EJ42.101.BC2	9095
CoV|H9EJ42.102.BC1	31887
CoV|H9EJ42.102.BC2	28328
CoV|H9EJ42.103.BC1	20351
CoV|H9EJ42.103.BC2	44203
CoV|H9EJ42.104.BC1	28845
CoV|H9EJ42.104.BC2	42500
CoV|H9EJ42.105.BC1	18734
CoV|H9EJ42.105.BC2	43348
CoV|H9EJ42.106.BC1	16590
CoV|H9EJ42.106.BC2	27235
CoV|H9EJ42.107.BC1	6404
CoV|H9EJ42.107.BC2	10819
CoV|H9EJ42.108.BC1	16141
CoV|H9EJ42.108.BC2	15858
CoV|H9EJ42.109.BC1	9549
CoV|H9EJ42.109.BC2	16175
CoV|H9EJ42.11.BC1	12149
CoV|H9EJ42.11.BC2	10338
CoV|H9EJ42.110.BC1	23666
CoV|H9EJ42.110.BC2	23349
CoV|H9EJ42.111.BC1	22813
CoV|H9EJ42.111.BC2	33394
CoV|H9EJ42.112.BC1	28695
CoV|H9EJ42.112.BC2	23568
CoV|H9EJ42.113.BC1	18561
CoV|H9EJ42.113.BC2	22504
CoV|H9EJ42.114.BC1	9193
CoV|H9EJ42.114.BC2	14710
CoV|H9EJ42.115.BC1	19705
CoV|H9EJ42.115.BC2	25603
CoV|H9EJ42.116.BC1	27106
CoV|H9EJ42.116.BC2	20330
CoV|H9EJ42.117.BC1	44704
CoV|H9EJ42.117.BC2	6143
CoV|H9EJ42.118.BC1	55964
CoV|H9EJ42.118.BC2	65759
CoV|H9EJ42.119.BC1	65352
CoV|H9EJ42.119.BC2	38014
CoV|H9EJ42.12.BC1	41033
CoV|H9EJ42.12.BC2	19415
CoV|H9EJ42.120.BC1	28144
CoV|H9EJ42.120.BC2	38982
CoV|H9EJ42.121.BC1	27592
CoV|H9EJ42.121.BC2	29992
CoV|H9EJ42.122.BC1	29754
CoV|H9EJ42.122.BC2	12530
CoV|H9EJ42.123.BC1	29265
CoV|H9EJ42.123.BC2	30148
CoV|H9EJ42.124.BC1	17710
CoV|H9EJ42.124.BC2	15119
CoV|H9EJ42.125.BC1	28819
CoV|H9EJ42.125.BC2	17843
CoV|H9EJ42.126.BC1	29911
CoV|H9EJ42.126.BC2	13556
CoV|H9EJ42.127.BC1	47304
CoV|H9EJ42.127.BC2	11940
CoV|H9EJ42.128.BC1	35775
CoV|H9EJ42.128.BC2	18476
CoV|H9EJ42.129.BC1	59150
CoV|H9EJ42.129.BC2	39692
CoV|H9EJ42.13.BC1	12392
CoV|H9EJ42.13.BC2	36106
CoV|H9EJ42.130.BC1	30708
CoV|H9EJ42.130.BC2	32362
CoV|H9EJ42.131.BC1	26687
CoV|H9EJ42.131.BC2	32958
CoV|H9EJ42.132.BC1	52888
CoV|H9EJ42.132.BC2	43587
CoV|H9EJ42.133.BC1	21498
CoV|H9EJ42.133.BC2	10753
CoV|H9EJ42.134.BC1	67592
CoV|H9EJ42.134.BC2	58267
CoV|H9EJ42.135.BC1	23300
CoV|H9EJ42.135.BC2	21713
CoV|H9EJ42.136.BC1	15874
CoV|H9EJ42.136.BC2	45315
CoV|H9EJ42.137.BC1	13872
CoV|H9EJ42.137.BC2	11119
CoV|H9EJ42.138.BC1	16217
CoV|H9EJ42.138.BC2	11504
CoV|H9EJ42.139.BC1	16781
CoV|H9EJ42.139.BC2	11469
CoV|H9EJ42.14.BC1	42640
CoV|H9EJ42.14.BC2	50156
CoV|H9EJ42.140.BC1	23807
CoV|H9EJ42.140.BC2	33782
CoV|H9EJ42.141.BC1	13363
CoV|H9EJ42.141.BC2	23333
CoV|H9EJ42.142.BC1	14001
CoV|H9EJ42.142.BC2	17402
CoV|H9EJ42.143.BC1	41134
CoV|H9EJ42.143.BC2	30567
CoV|H9EJ42.144.BC1	36636
CoV|H9EJ42.144.BC2	31335
CoV|H9EJ42.145.BC1	21860
CoV|H9EJ42.145.BC2	16072
CoV|H9EJ42.146.BC1	32779
CoV|H9EJ42.146.BC2	27328
CoV|H9EJ42.147.BC1	31776
CoV|H9EJ42.147.BC2	18676
CoV|H9EJ42.148.BC1	26572
CoV|H9EJ42.148.BC2	17612
CoV|H9EJ42.149.BC1	12439
CoV|H9EJ42.149.BC2	26242
CoV|H9EJ42.15.BC1	69633
CoV|H9EJ42.15.BC2	42831
CoV|H9EJ42.150.BC1	13522
CoV|H9EJ42.150.BC2	13194
CoV|H9EJ42.151.BC1	16155
CoV|H9EJ42.151.BC2	19883
CoV|H9EJ42.152.BC1	18304
CoV|H9EJ42.152.BC2	20985
CoV|H9EJ42.153.BC1	14012
CoV|H9EJ42.153.BC2	22617
CoV|H9EJ42.154.BC1	42061
CoV|H9EJ42.154.BC2	23714
CoV|H9EJ42.155.BC1	19032
CoV|H9EJ42.155.BC2	18321
CoV|H9EJ42.156.BC1	12399
CoV|H9EJ42.156.BC2	13599
CoV|H9EJ42.157.BC1	12463
CoV|H9EJ42.157.BC2	26639
CoV|H9EJ42.158.BC1	2836
CoV|H9EJ42.158.BC2	8593
CoV|H9EJ42.159.BC1	15145
CoV|H9EJ42.159.BC2	22516
CoV|H9EJ42.16.BC1	17147
CoV|H9EJ42.16.BC2	20551
CoV|H9EJ42.160.BC1	14747
CoV|H9EJ42.160.BC2	5020
CoV|H9EJ42.161.BC1	7311
CoV|H9EJ42.161.BC2	7749
CoV|H9EJ42.162.BC1	30410
CoV|H9EJ42.162.BC2	27905
CoV|H9EJ42.163.BC1	31477
CoV|H9EJ42.163.BC2	14003
CoV|H9EJ42.164.BC1	14202
CoV|H9EJ42.164.BC2	9256
CoV|H9EJ42.165.BC1	24009
CoV|H9EJ42.165.BC2	9582
CoV|H9EJ42.166.BC1	15296
CoV|H9EJ42.166.BC2	8016
CoV|H9EJ42.167.BC1	17618
CoV|H9EJ42.167.BC2	19507
CoV|H9EJ42.168.BC1	35348
CoV|H9EJ42.168.BC2	31640
CoV|H9EJ42.169.BC1	21608
CoV|H9EJ42.169.BC2	41248
CoV|H9EJ42.17.BC1	23997
CoV|H9EJ42.17.BC2	11461
CoV|H9EJ42.170.BC1	12454
CoV|H9EJ42.170.BC2	22754
CoV|H9EJ42.171.BC1	17155
CoV|H9EJ42.171.BC2	15728
CoV|H9EJ42.172.BC1	15612
CoV|H9EJ42.172.BC2	12391
CoV|H9EJ42.173.BC1	22052
CoV|H9EJ42.173.BC2	20039
CoV|H9EJ42.174.BC1	11812
CoV|H9EJ42.174.BC2	7921
CoV|H9EJ42.175.BC1	11786
CoV|H9EJ42.175.BC2	9490
CoV|H9EJ42.176.BC1	17046
CoV|H9EJ42.176.BC2	25153
CoV|H9EJ42.177.BC1	27261
CoV|H9EJ42.177.BC2	15557
CoV|H9EJ42.178.BC1	22867
CoV|H9EJ42.178.BC2	27545
CoV|H9EJ42.179.BC1	30908
CoV|H9EJ42.179.BC2	48959
CoV|H9EJ42.18.BC1	14708
CoV|H9EJ42.18.BC2	7910
CoV|H9EJ42.180.BC1	25376
CoV|H9EJ42.180.BC2	33955
CoV|H9EJ42.181.BC1	21647
CoV|H9EJ42.181.BC2	28633
CoV|H9EJ42.182.BC1	29165
CoV|H9EJ42.182.BC2	25721
CoV|H9EJ42.183.BC1	21377
CoV|H9EJ42.183.BC2	14532
CoV|H9EJ42.184.BC1	20957
CoV|H9EJ42.184.BC2	31092
CoV|H9EJ42.185.BC1	8177
CoV|H9EJ42.185.BC2	41237
CoV|H9EJ42.186.BC1	22894
CoV|H9EJ42.186.BC2	22190
CoV|H9EJ42.187.BC1	15119
CoV|H9EJ42.187.BC2	12419
CoV|H9EJ42.188.BC1	20602
CoV|H9EJ42.188.BC2	17468
CoV|H9EJ42.189.BC1	63195
CoV|H9EJ42.189.BC2	31419
CoV|H9EJ42.19.BC1	12468
CoV|H9EJ42.19.BC2	12318
CoV|H9EJ42.190.BC1	19344
CoV|H9EJ42.190.BC2	5637
CoV|H9EJ42.191.BC1	46135
CoV|H9EJ42.191.BC2	30380
CoV|H9EJ42.192.BC1	15626
CoV|H9EJ42.192.BC2	17094
CoV|H9EJ42.193.BC1	8362
CoV|H9EJ42.193.BC2	24086
CoV|H9EJ42.194.BC1	34296
CoV|H9EJ42.194.BC2	8897
CoV|H9EJ42.195.BC1	12817
CoV|H9EJ42.195.BC2	33007
CoV|H9EJ42.196.BC1	24303
CoV|H9EJ42.196.BC2	23009
CoV|H9EJ42.197.BC1	37107
CoV|H9EJ42.197.BC2	34036
CoV|H9EJ42.198.BC1	9775
CoV|H9EJ42.198.BC2	57216
CoV|H9EJ42.199.BC1	34727
CoV|H9EJ42.199.BC2	15849
CoV|H9EJ42.2.BC1	19582
CoV|H9EJ42.2.BC2	17413
