CoV|BCA25643.133.BC1	31061
CoV|BCA25643.133.BC2	36631
CoV|BCA25643.134.BC1	52423
CoV|BCA25643.134.BC2	33986
CoV|BCA25651.11.BC1	5215
CoV|BCA25651.11.BC2	5924
CoV|BCA25651.12.BC1	20784
CoV|BCA25651.12.BC2	20463
CoV|BCA25653.40.BC1	13870
CoV|BCA25653.40.BC2	12682
CoV|BCA25653.41.BC1	7266
CoV|BCA25653.41.BC2	4923
CoV|H9EJ24.0.BC1	14301
CoV|H9EJ24.0.BC2	24210
CoV|H9EJ24.1.BC1	47410
CoV|H9EJ24.1.BC2	40364
CoV|H9EJ24.2.BC1	44407
CoV|H9EJ24.2.BC2	37870
CoV|H9EJ24.3.BC1	32855
CoV|H9EJ24.3.BC2	27277
CoV|H9EJ24.4.BC1	18775
CoV|H9EJ24.4.BC2	11375
CoV|H9EJ24.5.BC1	6027
CoV|H9EJ24.5.BC2	15385
CoV|H9EJ24.6.BC1	12690
CoV|H9EJ24.6.BC2	21594
CoV|H9EJ24.7.BC1	10365
CoV|H9EJ24.7.BC2	17330
CoV|H9EJ42.0.BC1	25456
CoV|H9EJ42.0.BC2	17565
CoV|H9EJ42.1.BC1	21110
CoV|H9EJ42.1.BC2	21935
CoV|H9EJ42.10.BC1	24172
CoV|H9EJ42.10.BC2	14609
CoV|H9EJ42.100.BC1	8292
CoV|H9EJ42.100.BC2	16957
CoV|H9EJ42.101.BC1	8239
CoV|H9EJ42.101.BC2	8938
CoV|H9EJ42.102.BC1	27421
CoV|H9EJ42.102.BC2	26966
CoV|H9EJ42.103.BC1	16277
CoV|H9EJ42.103.BC2	54822
CoV|H9EJ42.104.BC1	23141
CoV|H9EJ42.104.BC2	37989
CoV|H9EJ42.105.BC1	17264
CoV|H9EJ42.105.BC2	38155
CoV|H9EJ42.106.BC1	9590
CoV|H9EJ42.106.BC2	24190
CoV|H9EJ42.107.BC1	11021
CoV|H9EJ42.107.BC2	10576
CoV|H9EJ42.108.BC1	13491
CoV|H9EJ42.108.BC2	15026
CoV|H9EJ42.109.BC1	5553
CoV|H9EJ42.109.BC2	15242
CoV|H9EJ42.11.BC1	11143
CoV|H9EJ42.11.BC2	15900
CoV|H9EJ42.110.BC1	21253
CoV|H9EJ42.110.BC2	25122
CoV|H9EJ42.111.BC1	19360
CoV|H9EJ42.111.BC2	24125
CoV|H9EJ42.112.BC1	31701
CoV|H9EJ42.112.BC2	26433
CoV|H9EJ42.113.BC1	16469
CoV|H9EJ42.113.BC2	16870
CoV|H9EJ42.114.BC1	7954
CoV|H9EJ42.114.BC2	13032
CoV|H9EJ42.115.BC1	16642
CoV|H9EJ42.115.BC2	25355
CoV|H9EJ42.116.BC1	23239
CoV|H9EJ42.116.BC2	17445
CoV|H9EJ42.117.BC1	32942
CoV|H9EJ42.117.BC2	6260
CoV|H9EJ42.118.BC1	56050
CoV|H9EJ42.118.BC2	57777
CoV|H9EJ42.119.BC1	64056
CoV|H9EJ42.119.BC2	33274
CoV|H9EJ42.12.BC1	35302
CoV|H9EJ42.12.BC2	20049
CoV|H9EJ42.120.BC1	21288
CoV|H9EJ42.120.BC2	30596
CoV|H9EJ42.121.BC1	26704
CoV|H9EJ42.121.BC2	36353
CoV|H9EJ42.122.BC1	30314
CoV|H9EJ42.122.BC2	9831
